Rank,Stage,Name,Score,UserList
925,京津东赛区,hw90403105,'1.2162,hw90403105; 
926,西北赛区,limzero,'1.2197,limzero; 
927,江山赛区,hw57807865,'1.22,hw57807865; 
928,上合赛区,hw57807865,'1.2223,hw57807865; 
929,上合赛区,Gattaca,'1.2253,sanwoy; 
930,杭厦赛区,hw28412572,'1.2259,hw28412572; 
931,西北赛区,hw63809112,'1.2275,hw63809112; 
932,杭厦赛区,hw34093730,'1.2291,hw34093730; 
933,江山赛区,LeoDarcy,'1.2326,LeoDarcy; 
934,上合赛区,hw74389733,'1.2333,hw74389733; 
935,武长赛区,hw28412572,'1.2333,hw28412572; 
936,上合赛区,Lyufei,'1.2374,Lyufei; 
937,成渝赛区,hw02704371,'1.2382,hw02704371; 
938,杭厦赛区,hw74356552,'1.2387,hw74356552; 
939,杭厦赛区,palindrome,'1.2421,hw38492405; zeal227; hw94802217; 
940,江山赛区,hw0002,'1.245,hw38012314; 
941,京津东赛区,Lyufei,'1.2567,Lyufei; 
942,杭厦赛区,hw52949116,'1.2589,hw52949116; 
943,成渝赛区,Lyufei,'1.2602,Lyufei; 
944,西北赛区,hw02559310,'1.2646,hw02559310; 
945,西北赛区,WW,'1.2678,y_zhwei; 
946,粤港澳赛区,westwood,'1.2684,westwood; 
947,西北赛区,莽就完事儿,'1.2705,baoyi84930; 
948,京津东赛区,小问号的好朋友,'1.2792,hw65609504; 
949,上合赛区,pigpig,'1.2798,hw44783583; 
950,江山赛区,MirageLyu,'1.2859,MirageLyu; 
951,西北赛区,hw14159305,'1.2863,hw14159305; 
952,江山赛区,大佬们是怎么做到的,'1.2876,hw79009516; 
953,成渝赛区,hw42260600,'1.289,hw42260600; 
954,杭厦赛区,hw94767075,'1.2925,hw94767075; 
955,上合赛区,hw00512656,'1.2934,hw00512656; 
956,上合赛区,疯狂划水,'1.2955,hw31833524; 
957,成渝赛区,test_8803_2,'1.2969,test_8803_2; 
958,成渝赛区,hw12676125,'1.2988,hw12676125; 
959,西北赛区,菜鸟联盟,'1.2992,Lyufei; hyh-xjtu; yuweiwang; 
960,武长赛区,hw78446253,'1.3043,hw78446253; 
961,江山赛区,hw02253749,'1.3049,hw02253749; 
962,江山赛区,祖传铁匠铺,'1.3141,hw61240382; hw66151603; hw80475170; 
963,京津东赛区,小问号的男朋友,'1.3151,hw56832007; 
964,西北赛区,XDU-抗疫小分队,'1.3162,no_O_ne; hdongdong123; RalphHan; 
965,武长赛区,hw45188251,'1.3174,hw45188251; 
966,西北赛区,Lee_xjtuer,'1.3248,Lee_xjtuer; 
967,成渝赛区,shang949260,'1.3313,shang949260; 
968,成渝赛区,test_8803_3,'1.3318,test_8803_3; 
969,西北赛区,hw12676125,'1.3325,hw12676125; 
970,杭厦赛区,hw12676125,'1.3343,hw12676125; 
971,江山赛区,hw28162455,'1.3345,hw28162455; 
972,粤港澳赛区,hw47779841,'1.3368,hw47779841; 
973,京津东赛区,hw28412572,'1.3375,hw28412572; 
974,西北赛区,hw57807865,'1.3378,hw57807865; 
975,京津东赛区,flagOY,'1.3406,hw86230075; 
976,武长赛区,睡不醒,'1.3503,st1page; 
977,杭厦赛区,hw86166020,'1.3506,hw86166020; 
978,京津东赛区,HITCRT,'1.3516,hw00113259; 
979,成渝赛区,test_8262_123,'1.3558,test_8262_123; 
980,武长赛区,您吃了吗,'1.358,Hello___world; 
981,江山赛区,rookielxy,'1.3588,rookielxy; 
982,西北赛区,hw80888788,'1.3593,hw80888788; 
983,江山赛区,ok兄弟会,'1.3598,kyacmy; zxr_nju; 
984,江山赛区,hw28412572,'1.3629,hw28412572; 
985,成渝赛区,我也是小号,'1.3632,hw43041449; 
986,粤港澳赛区,hw51349677,'1.3673,hw51349677; 
987,武长赛区,hw51349677,'1.3679,hw51349677; 
988,江山赛区,Muse0327,'1.3697,Muse0327; 
989,杭厦赛区,cloudC,'1.3707,cloudC; 
990,上合赛区,hw51349677,'1.3716,hw51349677; 
991,京津东赛区,hw68456582,'1.378,hw68456582; 
992,杭厦赛区,ckXu_ZJU,'1.3851,ckXu_ZJU; 
993,武长赛区,起不来,'1.3852,Alisahhh; 
994,杭厦赛区,hw35901409,'1.3883,hw35901409; 
995,杭厦赛区,lqsute,'1.3915,lqsute; 
996,上合赛区,hw52337089,'1.3922,hw52337089; 
997,京津东赛区,hw11425609,'1.3924,hw11425609; 
998,杭厦赛区,coymail,'1.3937,coymail; 
999,京津东赛区,hw12676125,'1.3946,hw12676125; 
1000,西北赛区,hw05329408,'1.3955,hw05329408; 
1001,江山赛区,hw86170966,'1.3991,hw86170966; 
1002,杭厦赛区,hw85803659,'1.4059,hw85803659; 
1003,杭厦赛区,HDU穷哥们,'1.4061,lilaobass; 
1004,武长赛区,zcBelieve,'1.4097,zcBelieve; 
1005,京津东赛区,大神我只扶姚顺雨,'1.4216,lusongno1; 
1006,杭厦赛区,akina97,'1.4255,akina97; 
1007,杭厦赛区,hw98474289,'1.4272,hw98474289; 
1008,杭厦赛区,hw51349677,'1.4278,hw51349677; 
1009,成渝赛区,test_8247,'1.4289,test_8247; 
1010,杭厦赛区,hw6256,'1.4321,hw6256; 
1011,杭厦赛区,lastxuanshen,'1.4336,lastxuanshen; 
1012,西北赛区,hw06361881,'1.436,hw06361881; 
1013,西北赛区,hw71942910,'1.437,hw71942910; 
1014,西北赛区,hw43989645,'1.4404,hw43989645; 
1015,杭厦赛区,hw95033386,'1.4411,hw95033386; 
1016,上合赛区,melody111,'1.4425,melody111; 
1017,杭厦赛区,mkt_7489_9109,'1.4444,mkt_7489_9109; 
1018,杭厦赛区,RTXUXTeam,'1.451,hw84101413; 
1019,成渝赛区,yuweiwang,'1.4583,yuweiwang; 
1020,西北赛区,hw49226307,'1.463,hw49226307; 
1021,上合赛区,xlq57913,'1.4639,xlq57913; 
1022,江山赛区,hw60259697,'1.4656,hw60259697; 
1023,成渝赛区,hw76963048,'1.4705,hw76963048; 
1024,江山赛区,zcdadaf,'1.4711,hw11217322; 
1025,武长赛区,hust_1037,'1.4719,hbk_hust; 
1026,京津东赛区,hw26608680,'1.4781,hw26608680; 
1027,粤港澳赛区,hw91855072,'1.4796,hw91855072; 
1028,杭厦赛区,Eureka,'1.4893,River113; 
1029,京津东赛区,hw43782227,'1.4918,hw43782227; 
1030,江山赛区,Nanoda,'1.4933,Nanoda; 
1031,上合赛区,HeadSteel,'1.4965,HeadSteel; 
1032,上合赛区,michaelquick,'1.4976,michaelquick; 
1033,杭厦赛区,hw36348084,'1.4992,hw36348084; 
1034,成渝赛区,hw52539629,'1.5025,hw52539629; 
1035,武长赛区,HHHHH,'1.5071,addadaf; 
1036,武长赛区,hw17332251,'1.5148,hw17332251; 
1037,粤港澳赛区,S_black,'1.5156,S_black; 
1038,上合赛区,hw39383290,'1.5166,hw39383290; 
1039,杭厦赛区,996战狼与香辛料,'1.5174,Trote_w; 
1040,杭厦赛区,hw14939025,'1.5187,hw14939025; 
1041,武长赛区,磊子的小弟们,'1.5228,hw08583848; 
1042,成渝赛区,yczlab,'1.5241,yczlab; 
1043,京津东赛区,hw82924304,'1.5327,hw82924304; 
1044,杭厦赛区,hw02253749,'1.5354,hw02253749; 
1045,成渝赛区,forgottencsc,'1.5375,forgottencsc; 
1046,江山赛区,hw59912795,'1.5381,hw59912795; 
1047,江山赛区,什么东东,'1.5397,hw88683285; 
1048,成渝赛区,wotainanl,'1.5438,hw53917791; 
1049,粤港澳赛区,a little handsome,'1.5447,hw86303201; 
1050,西北赛区,nia1026,'1.549,nia1026; 
1051,海外赛区,hw86303201,'1.5543,hw86303201; 
1052,粤港澳赛区,JadynTao,'1.5554,JadynTao; 
1053,海外赛区,nia1026,'1.5557,nia1026; 
1054,杭厦赛区,hw24542242,'1.5603,hw24542242; 
1055,上合赛区,C_Bitter,'1.5626,C_Bitter; 
1056,京津东赛区,kiddermg,'1.564,kiddermg; 
1057,上合赛区,hw26922083,'1.5672,hw26922083; 
1058,上合赛区,ywqqqwy,'1.5691,ywqqqwy; 
1059,粤港澳赛区,iammai,'1.5707,iammai; 
1060,粤港澳赛区,mo_ming7,'1.5708,mo_ming7; 
1061,江山赛区,mo_ming7,'1.571,mo_ming7; 
1062,武长赛区,怼字念队,'1.5714,run_code_only; hw13614633; hw41623994; 
1063,上合赛区,yuweiwang,'1.5745,yuweiwang; 
1064,京津东赛区,hw28749316,'1.5762,hw28749316; 
1065,江山赛区,yuweiwang,'1.5801,yuweiwang; 
1066,京津东赛区,hyh-1,'1.5806,hyh-xjtu; 
1067,成渝赛区,hw39220229,'1.5836,hw39220229; 
1068,杭厦赛区,yuweiwang,'1.5846,yuweiwang; 
1069,江山赛区,hw64953450,'1.5856,hw64953450; 
1070,成渝赛区,hw59660426,'1.5856,hw59660426; 
1071,武长赛区,yuweiwang,'1.5937,yuweiwang; 
1072,成渝赛区,trappist,'1.5953,trappist; 
1073,京津东赛区,nia1026,'1.5956,nia1026; 
1074,江山赛区,工作细胞,'1.5968,sww2021; 
1075,杭厦赛区,我尽力,'1.5985,hw42052677; 
1076,京津东赛区,yuweiwang,'1.5988,yuweiwang; 
1077,粤港澳赛区,hw00512656,'1.5994,hw00512656; 
1078,京津东赛区,hw19994293,'1.6006,hw19994293; 
1079,杭厦赛区,Lyufei,'1.6013,Lyufei; 
1080,武长赛区,逐鹿中原,'1.6051,husthuangkai; earthwjl; hw40522456; 
1081,海外赛区,test,'1.6057,hw64953450; 
1082,上合赛区,mo_ming7,'1.6101,mo_ming7; 
1083,海外赛区,mo_ming7,'1.6139,mo_ming7; 
1084,西北赛区,hw64953450,'1.614,hw64953450; 
1085,上合赛区,古娜拉黑暗之神,'1.6176,hw03080359; 
1086,粤港澳赛区,hw64953450,'1.6197,hw64953450; 
1087,上合赛区,魔法少女,'1.6232,hw08409687; 
1088,江山赛区,求求你快点吧,'1.6234,sheep1411; 
1089,武长赛区,hw64953450,'1.6253,hw64953450; 
1090,上合赛区,巴啦啦黑魔仙,'1.6315,hw19113864; 
1091,上合赛区,鹅一样的队友,'1.6354,hw36631003; 
1092,江山赛区,hw03308443,'1.6404,hw03308443; 
1093,成渝赛区,princessstrike,'1.6416,hw07097064; 
1094,杭厦赛区,hw18972368,'1.6477,hw18972368; 
1095,杭厦赛区,大坏蛋,'1.6486,xi_gua; 
1096,成渝赛区,hw48306165,'1.6498,hw48306165; 
1097,杭厦赛区,renhuanyu,'1.6518,renhuanyu; 
1098,杭厦赛区,hyh-xjtu,'1.6524,hyh-xjtu; 
1099,江山赛区,pikachu1024,'1.6639,pikachu1024; 
1100,杭厦赛区,mo_ming7,'1.6656,mo_ming7; 
1101,粤港澳赛区,nia1026,'1.6659,nia1026; 
1102,粤港澳赛区,leave,'1.6739,hw38398165; 
1103,武长赛区,冲呀呀小诗诗,'1.6826,hw16924810; 
1104,上合赛区,hw20785000,'1.6842,hw20785000; 
1105,成渝赛区,yl-precious,'1.6882,yl-precious; 
1106,武长赛区,mo_ming7,'1.6909,mo_ming7; 
1107,杭厦赛区,hw65170610,'1.6936,hw65170610; 
1108,上合赛区,早晨从中午开始,'1.6965,w86065256; 
1109,杭厦赛区,tql,'1.6995,codgician; hw22077183; whdsunny; 
1110,杭厦赛区,hehexixi,'1.6998,hehexixi; 
1111,江山赛区,john-junjun,'1.6998,john-junjun; 
1112,上合赛区,xuebin_yang,'1.7035,xuebin_yang; 
1113,武长赛区,淡黄的长裙,'1.7042,hw92854224; 
1114,杭厦赛区,hw51215035,'1.7049,hw51215035; 
1115,江山赛区,想学真本事，还得上大专,'1.7116,ccg666666; 
1116,江山赛区,hw0001,'1.7162,hw47352409; 
1117,上合赛区,hw28062697,'1.717,hw28062697; 
1118,京津东赛区,挤牙膏,'1.7206,cynthiafu; 
1119,成渝赛区,hw28702748,'1.7274,hw28702748; 
1120,成渝赛区,xiaoerer,'1.7283,xiaoerer; 
1121,西北赛区,干就完事了,'1.7287,moon_on; 
1122,杭厦赛区,tttttt,'1.7307,hw44342721; 
1123,杭厦赛区,hw62116846,'1.7326,hw62116846; 
1124,武长赛区,hw04481101,'1.742,hw04481101; 
1125,杭厦赛区,想当守门员,'1.7477,hw76466148; 
1126,上合赛区,圣安东尼奥马刺队,'1.755,carrotcakes; 
1127,粤港澳赛区,三杯弄剑,'1.7615,Yongggg; 
1128,杭厦赛区,我想静静,'1.7649,ydar95; laoban_qiudai; 
1129,杭厦赛区,hw65929068,'1.7663,hw65929068; 
1130,武长赛区,一条小团团OvO,'1.7687,Polaris_Hsu; hw35799334; 
1131,京津东赛区,那我能咋办呀？,'1.7727,nie_981239736; 
1132,杭厦赛区,hw54991239,'1.7728,hw54991239; 
1133,成渝赛区,123131,'1.7754,komo_; 
1134,杭厦赛区,没有了，没有奇迹了,'1.7764,hw07400519; 
1135,西北赛区,hw71263757,'1.7835,hw71263757; 
1136,成渝赛区,hw32573765,'1.7877,hw32573765; 
1137,武长赛区,学反洗钱的洗钱组~,'1.7911,hw41966624; 
1138,杭厦赛区,hw60122020,'1.7993,hw60122020; 
1139,成渝赛区,任我行,'1.8049,hw35780076; liaoscdy; saki7180; 
1140,杭厦赛区,hdu123456789,'1.8065,hdu123456789; 
1141,西北赛区,1234567,'1.8096,hw09851360; 
1142,上合赛区,hw96116808,'1.8099,hw96116808; 
1143,武长赛区,TryEverything,'1.8133,TryEverything; 
1144,京津东赛区,那我能咋办呀,'1.8165,wc0000; 
1145,武长赛区,hw47005954,'1.8175,hw47005954; 
1146,武长赛区,1024线程发射,'1.8191,hw32969365; 
1147,西北赛区,chu8865,'1.82,chu8865; 
1148,江山赛区,hw38398165,'1.8215,hw38398165; 
1149,武长赛区,RERERERE,'1.8231,hw83092562; 
1150,杭厦赛区,hw05329708,'1.833,hw05329708; 
1151,杭厦赛区,hw89583024,'1.8359,hw89583024; 
1152,成渝赛区,hw38398165,'1.8374,hw38398165; 
1153,武长赛区,hw38398165,'1.8384,hw38398165; 
1154,粤港澳赛区,hw05329708,'1.8437,hw05329708; 
1155,上合赛区,hw46418922,'1.8511,hw46418922; 
1156,成渝赛区,SA19225187,'1.8516,SA19225187; 
1157,京津东赛区,sigsers,'1.8518,madd2014; GDong111; hw11426387; 
1158,上合赛区,hw02253749,'1.8525,hw02253749; 
1159,成渝赛区,hw05329708,'1.8538,hw05329708; 
1160,武长赛区,hw42260600,'1.8581,hw42260600; 
1161,西北赛区,hw42260600,'1.8673,hw42260600; 
1162,西北赛区,hw05329708,'1.869,hw05329708; 
1163,京津东赛区,SA19225187,'1.8694,SA19225187; 
1164,粤港澳赛区,hw42260600,'1.8715,hw42260600; 
1165,杭厦赛区,团队名称,'1.8746,SidneySun; 
1166,西北赛区,mo_ming7,'1.8773,mo_ming7; 
1167,上合赛区,hw95386588,'1.8776,hw95386588; 
1168,成渝赛区,mo_ming7,'1.8833,mo_ming7; 
1169,杭厦赛区,hw96234002,'1.8836,hw96234002; 
1170,上合赛区,hw73301341,'1.8837,hw73301341; 
1171,粤港澳赛区,hw36348084,'1.8842,hw36348084; 
1172,武长赛区,hw24079105,'1.8847,hw24079105; 
1173,京津东赛区,hw76963048,'1.8926,hw76963048; 
1174,杭厦赛区,SA19225187,'1.8956,SA19225187; 
1175,江山赛区,酸菜鱼,'1.9,hw03105097; 
1176,上合赛区,wh2222,'1.9031,wh2222; 
1177,粤港澳赛区,叮当叮当,'1.9037,Mr_silver; 
1178,京津东赛区,DDC1,'1.9042,hw09453562; 
1179,成渝赛区,小号,'1.9078,Diaoyufeng; 
1180,成渝赛区,MH,'1.9087,M-H0328; 
1181,江山赛区,奇怪的的队伍增加+1,'1.9108,lovemyx; xiaoxiaoxiaot; 
1182,杭厦赛区,portgas-d-asce,'1.9143,portgas-d-asce; 
1183,成渝赛区,Eric_Young,'1.9149,Eric_Young; 
1184,京津东赛区,hw02253749,'1.917,hw02253749; 
1185,杭厦赛区,hw57308748,'1.9172,hw57308748; 
1186,江山赛区,SA19225187,'1.9207,SA19225187; 
1187,武长赛区,zhaxzhax,'1.924,zhaxzhax; yinxiaodan96; 
1188,成渝赛区,hw57807865,'1.9242,hw57807865; 
1189,成渝赛区,你一定要喊吗？？？,'1.9351,hw22893144; hw15025381; hw24738757; 
1190,西北赛区,tamlovincy,'1.9351,tamlovincy; 
1191,成渝赛区,ccvyang,'1.9359,ccvyang; 
1192,杭厦赛区,hw75507949,'1.9372,hw75507949; 
1193,上合赛区,hw15114726,'1.9391,hw15114726; 
1194,成渝赛区,Mars_Li,'1.9408,Mars_Li; 
1195,成渝赛区,LiberBin,'1.9425,LiberBin; 
1196,上合赛区,TzT_tztztz,'1.9431,TzT_tztztz; 
1197,西北赛区,hw38398165,'1.9456,hw38398165; 
1198,上合赛区,JC2020,'1.9499,mate39; hw13610386; hw84673352; 
1199,粤港澳赛区,silver,'1.9578,cjychen; 
1200,杭厦赛区,9988,'1.958,hw26738956; 
1201,杭厦赛区,快乐风男与石头人,'1.9594,boluofish; wen2022; hw17862493; 
1202,上合赛区,hw91855072,'1.9643,hw91855072; 
1203,西北赛区,hw57490158,'1.9667,hw57490158; 
1204,杭厦赛区,gyzhty,'1.9709,DeaphetS; Zarxdy34; hw69031747; 
1205,京津东赛区,hw42260600,'1.9758,hw42260600; 
1206,粤港澳赛区,Echo,'1.9765,EchoJoe; 
1207,成渝赛区,hw60560423,'1.9793,hw60560423; 
1208,成渝赛区,hw39270116,'1.9846,hw39270116; 
1209,成渝赛区,hw46235512,'1.9851,hw46235512; 
1210,上合赛区,hw39237971,'1.9891,hw39237971; 
1211,西北赛区,hw24098158,'1.9974,hw24098158; 
1212,成渝赛区,hw51853612,'2.0016,hw51853612; 
1213,西北赛区,portgas-d-asce,'2.0047,portgas-d-asce; 
1214,杭厦赛区,hw56510928,'2.0056,hw56510928; 
1215,上合赛区,hw05329708,'2.0063,hw05329708; 
1216,成渝赛区,hw69549065,'2.0174,hw69549065; 
1217,粤港澳赛区,23334,'2.0194,lazylion; 
1218,京津东赛区,wasaiboluoxia,'2.0203,wasaiboluoxia; 
1219,粤港澳赛区,GarbageCat,'2.0204,Imager; 
1220,武长赛区,中南大学防脱生发联合会,'2.0214,WK0923; pengzheng1997; hw63920172; 
1221,粤港澳赛区,五二四小队,'2.0272,hw25297132; hw14478442; 
1222,江山赛区,hw15574686,'2.0326,hw15574686; 
1223,成渝赛区,hw05771977,'2.0333,hw05771977; 
1224,成渝赛区,RightHere,'2.035,RightHere; 
1225,上合赛区,guofyun,'2.0374,guofyun; 
1226,西北赛区,hw00821684,'2.0395,hw00821684; 
1227,杭厦赛区,hw38398165,'2.0423,hw38398165; 
1228,江山赛区,hw33999253,'2.0471,hw33999253; 
1229,粤港澳赛区,hw13885236,'2.0511,hw13885236; 
1230,武长赛区,Chadriy,'2.0545,Chadriy; 
1231,成渝赛区,Hongmoshui,'2.0559,Hongmoshui; 
1232,成渝赛区,thomasjin,'2.0559,thomasjin; 
1233,粤港澳赛区,111,'2.061,dwtenis; 
1234,江山赛区,ruidada,'2.0678,ruidada; 
1235,上合赛区,nia1026,'2.0717,nia1026; 
1236,上合赛区,Torque2,'2.0749,Torque2; 
1237,西北赛区,Chadriy,'2.0805,Chadriy; 
1238,上合赛区,4237,'2.0926,hw13438726; hw76660272; 
1239,粤港澳赛区,wr_8040,'2.0974,wr_8040; 
1240,成渝赛区,hw85938985,'2.1045,hw85938985; 
1241,成渝赛区,我是真的菜,'2.1163,hw06305240; 
1242,上合赛区,Yottabyte,'2.1165,hw55910842; 
1243,江山赛区,DTF,'2.1322,hw58932728; 
1244,成渝赛区,nia1026,'2.1342,nia1026; 
1245,京津东赛区,hw16786056,'2.1359,hw16786056; 
1246,京津东赛区,miao_777,'2.137,miao_777; 
1247,江山赛区,One Piece,'2.1405,portgas-d-asce; 
1248,江山赛区,hw56510928,'2.1421,hw56510928; 
1249,杭厦赛区,爬爬爬,'2.1422,hw43856659; 
1250,武长赛区,hw76963048,'2.145,hw76963048; 
1251,上合赛区,鸭一样的队友,'2.1459,hw94285367; 
1252,上合赛区,hw46899021,'2.1542,hw46899021; 
1253,西北赛区,来打个酱油,'2.1623,AjayLWJ; 
1254,京津东赛区,tianyeebing,'2.1686,tianyeebing; 
1255,杭厦赛区,hw19679566,'2.1701,hw19679566; 
1256,成渝赛区,Yuzhengshun,'2.1703,Yuzhengshun; 
1257,杭厦赛区,hw98750113,'2.1721,hw98750113; 
1258,西北赛区,Areasbob,'2.1748,Areasbob; 
1259,成渝赛区,give up,'2.1776,Jchen_96; 
1260,西北赛区,hw68597056,'2.1778,hw68597056; 
1261,江山赛区,hw09058235,'2.179,hw09058235; 
1262,江山赛区,hw76963048,'2.1801,hw76963048; 
1263,上合赛区,hw61643045,'2.1845,hw61643045; 
1264,杭厦赛区,来啦,'2.1895,hw63529658; 
1265,上合赛区,hw76963048,'2.1926,hw76963048; 
1266,杭厦赛区,hw76963048,'2.1968,hw76963048; 
1267,京津东赛区,zjyzjsjf,'2.1992,zjyzjsjf; 
1268,杭厦赛区,zjyzjsjf,'2.2012,zjyzjsjf; 
1269,海外赛区,hw24447531,'2.2013,hw24447531; 
1270,上合赛区,冲,'2.2029,Farmer_fd; 
1271,上合赛区,我就要用Python！,'2.2124,BigGrayWolf; 
1272,上合赛区,hw09058235,'2.2154,hw09058235; 
1273,上合赛区,hw36652171,'2.2209,hw36652171; 
1274,西北赛区,yangyangyangwenjun,'2.2226,yangyangyangwenjun; 
1275,武长赛区,Novice,'2.2232,Novice_wu; 
1276,京津东赛区,hw31695385,'2.2301,hw31695385; 
1277,杭厦赛区,hw74389733,'2.2306,hw74389733; 
1278,海外赛区,zjyzjsjf,'2.2348,zjyzjsjf; 
1279,江山赛区,WalkInThePast,'2.2349,WalkInThePast; 
1280,粤港澳赛区,高锌高钙,'2.2379,lampLighter; wwhio_; 
1281,成渝赛区,hwx709302,'2.2422,hwx709302; 
1282,武长赛区,搞不来搞不来,'2.2584,hw50356931; 
1283,武长赛区,hw17643993,'2.2593,hw17643993; 
1284,成渝赛区,DGGGDD,'2.2676,DGGGDD; 
1285,杭厦赛区,hw33077508,'2.2757,hw33077508; 
1286,京津东赛区,hw54207516,'2.2767,hw54207516; 
1287,江山赛区,淡黄的长裙,'2.2789,Fan_Shujuan; hw16332601; Feng_Shiyu; 
1288,武长赛区,zjyzjsjf,'2.283,zjyzjsjf; 
1289,江山赛区,hw15705487,'2.2961,hw15705487; 
1290,江山赛区,hw44379602,'2.2996,hw44379602; 
1291,杭厦赛区,hw15705487,'2.3025,hw15705487; 
1292,成渝赛区,hw15705487,'2.3046,hw15705487; 
1293,海外赛区,测一测,'2.3062,hw88181692; 
1294,上合赛区,hw51430944,'2.3124,hw51430944; 
1295,上合赛区,摸鱼我最强,'2.3132,sephiroth_w; 
1296,上合赛区,hw22472991,'2.316,hw22472991; 
1297,武长赛区,hw22472991,'2.3164,hw22472991; 
1298,京津东赛区,小浪浪真可爱,'2.3244,hw15705487; 
1299,上合赛区,hw15705487,'2.3245,hw15705487; 
1300,武长赛区,IOTTEST,'2.3274,hw88181692; 
1301,上合赛区,hw97883990,'2.3277,hw97883990; 
1302,粤港澳赛区,Chadriy,'2.3302,Chadriy; 
1303,上合赛区,yanghz5,'2.3425,yanghz5; 
1304,成渝赛区,华为魔法精英挑战赛,'2.3436,UESTCxiaohei; hw23568183; hw22835227; 
1305,杭厦赛区,hw03568452,'2.3475,hw03568452; 
1306,上合赛区,coder_Lee23,'2.3524,coder_Lee23; 
1307,西北赛区,hw62790379,'2.3554,hw62790379; 
1308,粤港澳赛区,hw81749476,'2.3557,hw81749476; 
1309,成渝赛区,sleep,'2.3614,hw88181692; 
1310,粤港澳赛区,hw23568183,'2.3619,hw23568183; 
1311,京津东赛区,xujingle1995,'2.363,xujingle1995; 
1312,武长赛区,hw57490158,'2.3649,hw57490158; 
1313,海外赛区,hw23568183,'2.368,hw23568183; 
1314,西北赛区,hw51349677,'2.3686,hw51349677; 
1315,江山赛区,hw23568183,'2.3696,hw23568183; 
1316,京津东赛区,BUG好多啊啊啊啊,'2.3697,hw88181692; 
1317,成渝赛区,gzgywh,'2.3704,gzgywh; 
1318,上合赛区,头发渐稀终不悔,'2.3706,zehai_yu; 
1319,上合赛区,SA19225187,'2.3706,SA19225187; 
1320,西北赛区,hw24826079,'2.3709,hw24826079; 
1321,京津东赛区,miemouwu,'2.3712,miemouwu; 
1322,京津东赛区,hw57490158,'2.3732,hw57490158; 
1323,江山赛区,hw24826079,'2.3764,hw24826079; 
1324,武长赛区,江南彭摆鱼,'2.3779,hw59027777; hw24826079; 
1325,江山赛区,hw57490158,'2.383,hw57490158; 
1326,武长赛区,hw07196854,'2.3853,hw07196854; 
1327,西北赛区,hw23568183,'2.3877,hw23568183; 
1328,杭厦赛区,hw37002702,'2.3884,hw37002702; 
1329,杭厦赛区,hw12629377,'2.3888,hw12629377; 
1330,海外赛区,hw81749476,'2.3947,hw81749476; 
1331,上合赛区,Noble_,'2.3958,Noble_; 
1332,杭厦赛区,hw24826079,'2.3964,hw24826079; 
1333,京津东赛区,hw13743654,'2.3987,hw13743654; 
1334,杭厦赛区,hw38429385,'2.3988,hw38429385; 
1335,京津东赛区,不慌我吃口药,'2.399,hw81749476; 
1336,杭厦赛区,hw77131579,'2.4068,hw77131579; 
1337,江山赛区,hw89346151,'2.4069,hw89346151; 
1338,西北赛区,美丽北大荒,'2.4071,haokeyingrui; 
1339,成渝赛区,hw48255712,'2.412,hw48255712; 
1340,成渝赛区,hw51430944,'2.4134,hw51430944; 
1341,西北赛区,没有人比我更懂药水哥,'2.4167,zhang894112607; 
1342,武长赛区,hw23568183,'2.417,hw23568183; 
1343,京津东赛区,dwtenis,'2.4197,dwtenis; 
1344,江山赛区,123,'2.4216,S1mple20; 
1345,杭厦赛区,test,'2.4246,hw78218248; 
1346,江山赛区,爆肝打代码,'2.425,hw35975331; hw81986263; 
1347,上合赛区,dwtenis,'2.4298,dwtenis; 
1348,江山赛区,高英俊,'2.4301,gaodechen; 
1349,成渝赛区,hw77155828,'2.4306,hw77155828; 
1350,杭厦赛区,hw81749476,'2.4331,hw81749476; 
1351,上合赛区,OD,'2.4452,hw72514538; hw84685450; 
1352,京津东赛区,CLANNAD,'2.4518,hw83091555; 
1353,武长赛区,hw77737813,'2.4521,hw77737813; 
1354,京津东赛区,1232132,'2.454,XXMF2hl; 
1355,武长赛区,2233在哪里,'2.4552,hw67479519; 
1356,西北赛区,hw54190270,'2.4715,hw54190270; 
1357,杭厦赛区,hw63794692,'2.4767,hw63794692; 
1358,成渝赛区,MikeZ,'2.4773,MikeZ; 
1359,武长赛区,疯狂RE掉分流,'2.4784,hw16626532; 
1360,西北赛区,aha,'2.4787,vital_m; 
1361,江山赛区,mengzhongyi,'2.4902,mengzhongyi; 
1362,成渝赛区,尾巴不只能用来挠痒痒哦,'2.4971,hw81749476; 
1363,京津东赛区,USTB208,'2.4999,Electronic; hw57256780; hw43430558; 
1364,上合赛区,hw99325344,'2.5036,hw99325344; 
1365,成渝赛区,hw24826079,'2.5225,hw24826079; 
1366,成渝赛区,hw02287050,'2.5233,hw02287050; 
1367,江山赛区,hw99460673,'2.5298,hw99460673; 
1368,杭厦赛区,ICLABHDU,'2.5348,ICLABHDU; 
1369,杭厦赛区,Xiangleilei_,'2.5371,Xiangleilei_; 
1370,西北赛区,YangDavid,'2.5377,YangDavid; 
1371,成渝赛区,卡妹今天不出发,'2.538,hw39010254; 
1372,杭厦赛区,信用卡诈骗小组,'2.5399,qiang____; YangQingsheng; Xieqinan; 
1373,粤港澳赛区,终于有分了,'2.544,hw99217064; 
1374,杭厦赛区,WUHUQIFEI,'2.5469,WUHUQIFEI; 
1375,杭厦赛区,hw17833325,'2.5471,hw17833325; 
